category,file,source_key,current_fa_value,latin_words
high-latin,i18n/_combined_index.fa.json,Clinical personality inventory administration,بالینی personality inventory administration,personality inventory administration
high-latin,i18n/_combined_index.fa.json,Projective Tests:,Projective Tests:,Projective Tests
high-latin,i18n/_combined_index.fa.json,"TAT, Rorschach introduction","TAT, Rorschach introduction",TAT Rorschach introduction
high-latin,i18n/_combined_index.fa.json,3 (2 Theoretical + 1 Practical) •,۳ (۲ Theoretical + ۱ Practical) •,Theoretical Practical
high-latin,i18n/_combined_index.fa.json,Laboratory equipment operation and experimental protocols,Laboratory equipment operation و experimental protocols,Laboratory equipment operation experimental protocols
high-latin,i18n/_combined_index.fa.json,Data collection in controlled laboratory settings,داده collection در controlled laboratory settings,collection controlled laboratory settings
high-latin,i18n/_combined_index.fa.json,Experimental design implementation and execution,Experimental design implementation و execution,Experimental design implementation execution
high-latin,i18n/_combined_index.fa.json,Cumulative Training Statistics,Cumulative Training آمار,Cumulative Training
high-latin,i18n/_combined_index.fa.json,4 assessment-focused courses,۴ assessment-focused courses,assessment-focused courses
high-latin,i18n/_combined_index.fa.json,Time Period:,Time Period:,Time Period
high-latin,i18n/_combined_index.fa.json,Intelligence Testing:,Intelligence Testing:,Intelligence Testing
high-latin,i18n/_combined_index.fa.json,"WAIS-IV, WISC-IV","WAIS-IV, WISC-IV",WAIS-IV WISC-IV
high-latin,i18n/_combined_index.fa.json,Personality Assessment:,Personality Assessment:,Personality Assessment
high-latin,i18n/_combined_index.fa.json,"NEO-PI-R, MMPI","NEO-PI-R, MMPI",NEO-PI-R MMPI
high-latin,i18n/_combined_index.fa.json,"BDI-II, BAI, screening tools","BDI-II, BAI, screening tools",BDI-II BAI screening tools
high-latin,i18n/_combined_index.fa.json,Training Context & Learning Environment,Training Context و Learning Environment,Training Context Learning Environment
high-latin,i18n/_combined_index.fa.json,Administer standardized tests:,Administer standardized tests:,Administer standardized tests
high-latin,i18n/_combined_index.fa.json,Score assessments accurately:,Score assessments accurately:,Score assessments accurately
high-latin,i18n/_combined_index.fa.json,Manual scoring and interpretation of results,Manual scoring و interpretation از results,Manual scoring interpretation results
high-latin,i18n/_combined_index.fa.json,Structured and semi-structured interview techniques,Structured و semi-structured interview techniques,Structured semi-structured interview techniques
high-latin,i18n/_combined_index.fa.json,Observe behavior systematically:,Observe behavior systematically:,Observe behavior systematically
high-latin,i18n/_combined_index.fa.json,Write professional reports:,Write professional reports:,Write professional reports
high-latin,i18n/_combined_index.fa.json,Apply ethical standards:,Apply ethical standards:,Apply ethical standards
high-latin,i18n/_combined_index.fa.json,Test Administration,Test Administration,Test Administration
high-latin,i18n/_combined_index.fa.json,Scoring Accuracy,Scoring Accuracy,Scoring Accuracy
high-latin,i18n/_combined_index.fa.json,Report Writing,Report Writing,Report Writing
high-latin,i18n/_combined_index.fa.json,Ethical Practice,Ethical Practice,Ethical Practice
high-latin,i18n/_combined_index.fa.json,Neuroimaging & Image Processing Lab,Neuroimaging و Image Processing Lab,Neuroimaging Image Processing Lab
high-latin,i18n/_combined_index.fa.json,Signal Processing & Electrophysiology Lab,Signal Processing و Electrophysiology Lab,Signal Processing Electrophysiology Lab
high-latin,i18n/_combined_index.fa.json,"EEG, MEG, and electrophysiological recording systems","EEG, MEG, و electrophysiological recording systems",MEG electrophysiological recording systems
high-latin,i18n/_combined_index.fa.json,Brain Stimulation & Cognitive Rehabilitation Lab,Brain Stimulation و شناختی Rehabilitation Lab,Brain Stimulation Rehabilitation Lab
high-latin,i18n/_combined_index.fa.json,TMS and tDCS equipment for brain stimulation,TMS و tDCS equipment برای brain stimulation,TMS tDCS equipment brain stimulation
high-latin,i18n/_combined_index.fa.json,Virtual reality therapeutic applications,Virtual reality therapeutic applications,Virtual reality therapeutic applications
high-latin,i18n/_combined_index.fa.json,Eye-tracking technology demonstration,Eye-tracking technology demonstration,Eye-tracking technology demonstration
high-latin,i18n/_combined_index.fa.json,Range:,Range:,Range
high-latin,i18n/_combined_index.fa.json,"Psychopathology, Counseling, Clinical Practice","Psychopathology, Counseling, بالینی Practice",Psychopathology Counseling Practice
high-latin,i18n/_combined_index.fa.json,Focus Areas:,Focus Areas:,Focus Areas
high-latin,i18n/_combined_index.fa.json,"Lifespan Development, Family Systems, Social Psychology","Lifespan Development, Family Systems, Social روان‌شناسی",Lifespan Development Family Systems Social
high-latin,i18n/_combined_index.fa.json,1 Practical •,۱ Practical •,Practical
high-latin,i18n/_combined_index.fa.json,2 Practical •,۲ Practical •,Practical
high-latin,i18n/_combined_index.fa.json,1 (0.5 Theo + 0.5 Prac) •,۱ (۰.۵ Theo + ۰.۵ Prac) •,Theo Prac
high-latin,i18n/_combined_index.fa.json,"Special Needs, Addiction, Rehabilitation","Special Needs, Addiction, Rehabilitation",Special Needs Addiction Rehabilitation
high-latin,i18n/_combined_index.fa.json,3 Theoretical •,۳ Theoretical •,Theoretical
high-latin,i18n/_combined_index.fa.json,1 Theoretical •,۱ Theoretical •,Theoretical
high-latin,i18n/_combined_index.fa.json,Summer Semester 2023-2024,Summer Semester ۲۰۲۳-۲۰۲۴,Summer Semester
high-latin,i18n/_combined_index.fa.json,"Persian, English, Technical English","Persian, English, Technical English",Persian English Technical English
high-latin,i18n/_combined_index.fa.json,Quantitative Foundations,Quantitative Foundations,Quantitative Foundations
high-latin,i18n/_combined_index.fa.json,2023 - 2024 • Hands-on Technical Training,۲۰۲۳ - ۲۰۲۴ • Hands-on Technical Training,Hands-on Technical Training
high-latin,i18n/_combined_index.fa.json,"👶 Developmental, Social & Personality","👶 Developmental, Social و Personality",Developmental Social Personality
high-latin,i18n/_combined_index.fa.json,🎯 Specialized & Professional Skills,🎯 Specialized و Professional Skills,Specialized Professional Skills
high-latin,i18n/_combined_index.fa.json,📚 General Education & Electives,📚 General Education و Electives,General Education Electives
high-latin,i18n/_combined_index.fa.json,Timeline:,Timeline:,Timeline
high-latin,i18n/_combined_index.fa.json,Pre-Registered,Pre-Registered,Pre-Registered
high-latin,i18n/_combined_index.fa.json,Service Workers,Service Workers,Workers
high-latin,i18n/_combined_index.fa.json,Workflow Templates,Workflow Templates,Workflow Templates
high-latin,i18n/_combined_index.fa.json,Mind Islands (THINK-360 Variant),Mind Islands (THINK-۳۶۰ Variant),THINK- Variant
high-latin,i18n/_combined_index.fa.json,FA/EN,FA/EN,FA EN
high-latin,i18n/_combined_index.fa.json,THINK-360 Lineage,THINK-۳۶۰ Lineage,THINK- Lineage
high-latin,i18n/_combined_index.fa.json,Psychoeducation,Psychoeducation,Psychoeducation
high-latin,i18n/_combined_index.fa.json,Islands of Your Mind (Book),Islands از Your Mind (Book),Your Book
high-latin,i18n/_combined_index.fa.json,Neural Mechanisms of Cognitive–Emotional Integration,Neural Mechanisms از شناختی–Emotional Integration,Neural Mechanisms Emotional Integration
high-latin,i18n/_combined_index.fa.json,✓ PUBLISHED PREPRINT,✓ PUBLISHED PREPRINT,PUBLISHED PREPRINT
high-latin,i18n/_combined_index.fa.json,📖 FINAL MANUSCRIPT,📖 FINAL MANUSCRIPT,FINAL MANUSCRIPT
high-latin,i18n/_combined_index.fa.json,Beauty Filters & Adolescent Self-Perception (Neurocognitive Framework),Beauty Filters و Adolescent Self-Perception (Neurocognitive چارچوب),Beauty Filters Adolescent Self-Perception Neurocognitive
high-latin,i18n/_combined_index.fa.json,🔬 OSF / PROJECT PAGE,🔬 OSF / PROJECT PAGE,PROJECT PAGE
high-latin,i18n/_combined_index.fa.json,Subtitle:,Subtitle:,Subtitle
high-latin,i18n/_combined_index.fa.json,Kavico website,Kavico website,website
high-latin,i18n/_combined_index.fa.json,SciPy,SciPy,SciPy
high-latin,i18n/_combined_index.fa.json,tidyverse,tidyverse,tidyverse
high-latin,i18n/_combined_index.fa.json,Gene expression,Gene expression,Gene expression
high-latin,i18n/_combined_index.fa.json,Statistical inference & reliability,آماری inference و reliability,inference reliability
high-latin,i18n/_combined_index.fa.json,BI,BI,BI
high-latin,i18n/_combined_index.fa.json,TypeScript,TypeScript,TypeScript
high-latin,i18n/_combined_index.fa.json,Tableau,Tableau,Tableau
high-latin,i18n/_combined_index.fa.json,Power BI,Power BI,Power BI
high-latin,i18n/_combined_index.fa.json,DAX,DAX,DAX
high-latin,i18n/_combined_index.fa.json,RT‑PCR,RT‑PCR,RT PCR
high-latin,i18n/_combined_index.fa.json,scikit‑learn,scikit‑learn,scikit learn
high-latin,i18n/_combined_index.fa.json,React,React,React
high-latin,i18n/_combined_index.fa.json,Reproducible reporting,Reproducible reporting,Reproducible reporting
high-latin,i18n/_combined_index.fa.json,Psychophysiology & biofeedback,Psychophysiology و biofeedback,Psychophysiology biofeedback
high-latin,i18n/_combined_index.fa.json,rstan,rstan,rstan
high-latin,i18n/_combined_index.fa.json,Technical toolkit,Technical toolkit,Technical toolkit
high-latin,i18n/_combined_index.fa.json,Computational modeling & decision‑making,Computational modeling و decision‑making,Computational modeling decision making
high-latin,i18n/_combined_index.fa.json,matplotlib,matplotlib,matplotlib
high-latin,i18n/_combined_index.fa.json,Recharts,Recharts,Recharts
high-latin,i18n/_combined_index.fa.json,Portfolio: THINK‑360+,Portfolio: THINK‑۳۶۰+,Portfolio
high-latin,i18n/_combined_index.fa.json,OSF (preprints / registrations),OSF (preprints / registrations),preprints registrations
high-latin,i18n/_combined_index.fa.json,Frequent use,Frequent use,Frequent use
high-latin,i18n/_combined_index.fa.json,Meaning,Meaning,Meaning
high-latin,i18n/_combined_index.fa.json,E+,E+,E
high-latin,i18n/_combined_index.fa.json,HRV Biofeedback,HRV Biofeedback,Biofeedback
high-latin,i18n/_combined_index.fa.json,KIA Coating,KIA Coating,Coating
high-latin,i18n/_combined_index.fa.json,TOEFL Academic,TOEFL Academic,Academic
high-latin,i18n/_combined_index.fa.json,E.M.E.R.G.E+,E.M.E.R.G.E+,E M E G E
high-latin,i18n/_combined_index.fa.json,PFC–Limbic Flexibility,PFC–Limbic Flexibility,Limbic Flexibility
high-latin,i18n/_combined_index.fa.json,Live demos (GitHub Pages),Live demos (GitHub Pages),Live demos Pages
high-latin,i18n/_combined_index.fa.json,Academic focus:,Academic focus:,Academic focus
high-latin,i18n/_combined_index.fa.json,2026: Laboratory Setup,۲۰۲۶: Laboratory Setup,Laboratory Setup
high-latin,i18n/_combined_index.fa.json,📄 Read Preprint (OSF),📄 Read Preprint (OSF),Read Preprint
high-latin,i18n/_combined_index.fa.json,🔍 Analytical Thinking,🔍 Analytical Thinking,Analytical Thinking
high-latin,i18n/_combined_index.fa.json,💡 Creative Thinking,💡 Creative Thinking,Creative Thinking
high-latin,i18n/_combined_index.fa.json,❓ Critical Thinking,❓ Critical Thinking,Critical Thinking
high-latin,i18n/_combined_index.fa.json,🎯 Strategic Thinking,🎯 Strategic Thinking,Strategic Thinking
high-latin,i18n/_combined_index.fa.json,💻 View Platform Code,💻 نما Platform Code,Platform Code
high-latin,i18n/_combined_index.fa.json,2025 Programs,۲۰۲۵ Programs,Programs
high-latin,i18n/_combined_index.fa.json,2024 Programs,۲۰۲۴ Programs,Programs
high-latin,i18n/_combined_index.fa.json,2023 Programs,۲۰۲۳ Programs,Programs
high-latin,i18n/_combined_index.fa.json,Basic Phase:,Basic Phase:,Basic Phase
high-latin,i18n/_combined_index.fa.json,Research Methods (Qualitative - Quantitative),پژوهش Methods (Qualitative - Quantitative),Methods Qualitative Quantitative
high-latin,i18n/_combined_index.fa.json,Psychological Tests 1,Psychological Tests ۱,Psychological Tests
high-latin,i18n/_combined_index.fa.json,Psychological Tests 2,Psychological Tests ۲,Psychological Tests
high-latin,i18n/_combined_index.fa.json,Highest:,Highest:,Highest
high-latin,i18n/_combined_index.fa.json,3 (2 Theo + 1 Prac) •,۳ (۲ Theo + ۱ Prac) •,Theo Prac
high-latin,i18n/_combined_index.fa.json,2 (1 Theo + 1 Prac) •,۲ (۱ Theo + ۱ Prac) •,Theo Prac
high-latin,i18n/_combined_index.fa.json,"SPSS, Psychometrics, Assessment","SPSS, Psychometrics, Assessment",SPSS Psychometrics Assessment
high-latin,i18n/_combined_index.fa.json,"Genomics Research Laboratory, Shahid Beheshti University • November 2025","Genomics پژوهش Laboratory, Shahid Beheshti University • November ۲۰۲۵",Genomics Laboratory Shahid Beheshti University November
high-latin,i18n/_combined_index.fa.json,Setting:,Setting:,Setting
high-latin,i18n/_combined_index.fa.json,Laboratory Techniques Mastered,Laboratory روش‌ها Mastered,Laboratory Mastered
high-latin,i18n/_combined_index.fa.json,DNA extraction protocols for neural tissue,DNA extraction protocols برای neural tissue,DNA extraction protocols neural tissue
high-latin,i18n/_combined_index.fa.json,Interpretation of spectrophotometric results,Interpretation از spectrophotometric results,Interpretation spectrophotometric results
high-latin,i18n/_combined_index.fa.json,RNA extraction and cDNA synthesis,RNA extraction و cDNA synthesis,RNA extraction cDNA synthesis
high-latin,i18n/_combined_index.fa.json,⚡ Real-Time PCR & Gene Expression Analysis,⚡ Real-Time PCR و Gene Expression تحلیل,Real-Time PCR Gene Expression
high-latin,i18n/_combined_index.fa.json,SYBR Green and TaqMan probe systems,SYBR Green و TaqMan probe systems,SYBR Green TaqMan probe systems
high-latin,i18n/_combined_index.fa.json,Neurological Disorders:,Neurological Disorders:,Neurological Disorders
high-latin,i18n/_combined_index.fa.json,Synaptic Plasticity:,Synaptic Plasticity:,Synaptic Plasticity
high-latin,i18n/_combined_index.fa.json,🔬 Technical Skills,🔬 Technical Skills,Technical Skills
high-latin,i18n/_combined_index.fa.json,Micropipetting precision and accuracy,Micropipetting precision و accuracy,Micropipetting precision accuracy
